timestamp,imu_timestamp,x,y,z
1743202789253,1743202788542.0,18.51915,-6.217742,0.59615624
1743202789286,1743202788574.0,17.760188,-7.0928223,0.695515605
1743202789320,1743202788606.0,16.919823,-6.457162,0.31603462
1743202789353,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202789386,1743202788654.5,14.814722,-3.7223851750000003,0.5291185725
1743202789420,1743202788702.0,13.582306,-2.0111294,0.830788
1743202789453,1743202788733.5,13.034034,-1.71783975,0.910993725
1743202789486,1743202788774.0,11.431116,-0.9181763299999999,1.36708915
1743202789520,1743202788803.0,10.113108,-0.7182605,1.8100165
1743202789553,1743202788833.0,8.06127725,-0.05027822500000001,1.104924135
1743202789586,1743202788864.0,5.7125654,0.5291186,0.4237737
1743202789620,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202789653,1743202788886.0,4.5777135,0.4405331,1.1372458
1743202789686,1743202788906.0,4.915296,0.4189853,1.8219875
1743202789720,1743202788925.0,6.8689647,-0.2896984,1.0869676
1743202789753,1743202788945.0,8.602366,-1.958457,1.8243817
1743202789786,1743202788966.0,11.386824,-3.8762126,3.9600096
1743202789820,1743202788987.0,14.1904335,-3.6008794,5.896919
1743202789853,1743202789006.0,15.780184,-2.4588451,6.6846113
1743202789886,1743202789025.0,17.405846,-1.42455,3.8905778
1743202789920,1743202789084.8,15.9621428,-0.805409468,-3.4557907
1743202789953,1743202789187.0,11.26567688,-10.39706004,-1.9503168199999998
1743202789986,1743202789256.0,9.1506385,-6.6343329,-1.138442945
1743202790020,1743202789295.5,9.746795,-10.311826499999999,1.3814543499999998
1743202790053,1743202789336.0,12.229582,-10.6434235,-2.4959553
1743202790086,1743202789365.0,8.197746,-9.78989,-3.98874
1743202790120,1743202789396.5,7.88290885,-9.1793695,-1.93571215
1743202790153,1743202789435.0,10.715249499999999,-9.96945575,0.92535897
1743202790186,1743202789465.0,10.340557,-9.258378,1.0989386
1743202790220,1743202789497.0,14.037205,-8.680178,0.54108961
1743202790253,1743202789537.5,13.870807,-5.823895350000001,0.474051925
1743202790286,1743202789566.0,11.489774,-4.853047,2.2577322
1743202790320,1743202789587.0,9.730036,-4.8267107,3.2082303
1743202790353,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790386,1743202789616.5,9.001000999999999,-4.18027615,3.75530535
1743202790420,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790453,1743202789647.0,8.183381,-3.4213142,2.7222073
1743202790486,1743202789667.0,8.350976,-3.301604,2.0518308
1743202790520,1743202789688.0,8.573636,-2.896984,1.6232687
1743202790553,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790586,1743202789718.0,8.962693999999999,-1.6089035,1.0941502
1743202790620,1743202789748.0,9.459491,-0.2873042,1.1300632
1743202790653,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790686,1743202789778.0,9.1410625,-0.436941805,1.7046716
1743202790720,1743202789888.4443,10.716979,-2.021504288888889,2.072048528888889
1743202790753,1743202790018.0,17.5806235,-3.11306075,2.737769625
1743202790786,1743202790069.0,8.836999,-1.697489,2.1308396
1743202790820,1743202790098.5,7.437587799999999,-0.548272185,1.09415015
1743202790853,1743202790138.0,8.549694500000001,-1.8926165,-0.369904183
1743202790886,1743202790169.0,10.058042,-3.4500446,-0.5267244
1743202790920,1743202790199.5,12.06797375,-6.556521,-0.181959333
1743202790953,1743202790239.5,10.996568499999999,-8.947132,0.32441433999999997
1743202790986,1743202790270.0,9.188946,-9.308656,0.8882488
1743202791020,1743202790299.0,9.16739825,-7.10958195,0.410605585
1743202791053,1743202790331.0,6.945579,-6.2345014,0.4213795
1743202791086,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791120,1743202790359.5,8.4216045,-7.2209123,0.137666593
1743202791153,1743202790390.0,11.145009,-10.986992,0.61770403
1743202791186,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791220,1743202790419.5,12.885594000000001,-10.8313685,-0.999579235
1743202791253,1743202790451.0,17.580624,-7.4124484,-2.4540567
1743202791286,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791320,1743202790471.0,18.72984,-5.8203044,-2.0494366
1743202791353,1743202790491.0,20.321983,-5.401319,-1.1204864
1743202791386,1743202790540.25,14.24190875,-4.301183425,0.1502361525
1743202791420,1743202790651.1428,12.304828714285716,-3.0327694285714286,-0.560585215
1743202791453,1743202790741.0,13.44463975,-2.2780829000000002,-0.63805475
1743202791486,1743202790771.0,14.128184,-2.3247697,-0.6368576
1743202791520,1743202790801.5,11.5424465,-1.58137025,-1.1085154
1743202791553,1743202790831.0,12.014104,-1.1228806,-3.1028855
1743202791586,1743202790861.0,8.214506,-3.120842,0.8750806999999999
1743202791620,1743202790901.5,7.856573,-4.00789355,7.881712
1743202791653,1743202790931.0,11.20247,-4.285621,7.5321584
1743202791686,1743202790961.0,14.130578,-1.8626890299999999,1.9141642700000001
1743202791720,1743202791002.5,8.93755475,1.8483237,0.06943185500000001
1743202791753,1743202791041.5,12.0679735,1.218648715,-0.21787232999999998
1743202791786,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791819,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791853,1743202791081.5,16.0806555,-4.98113655,-2.1811178
1743202791886,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791919,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791953,1743202791112.0,15.773001,-7.833828,-0.6488287
1743202791986,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202792019,1743202791133.0,15.231912,-9.555259,0.9911995
1743202792053,1743202791153.0,13.828909,-9.957485,1.685518
1743202792086,1743202791203.25,12.120047249999999,-7.9295960999999995,0.9834183649999999
1743202792119,1743202791282.75,10.6943005,-7.77756425,-2.5701755250000002
1743202792153,1743202791392.5715,12.67216762857143,-8.90677232857143,-1.3752978714285715
1743202792186,1743202791470.0,13.941437,-5.5377884,0.8643068
1743202792219,1743202791500.5,10.6254675,-4.6627078,1.5981296
1743202792253,1743202791540.5,9.05846225,-4.01986455,0.9481038500000001
1743202792286,1743202791570.0,9.507375,-3.655946,0.4333505
1743202792319,1743202791602.5,11.583147499999999,-2.70544795,-0.28730421500000003
1743202792353,1743202791633.0,12.825739,-3.502717,-0.25617957
1743202792386,1743202791663.5,14.251486,-2.0410569,1.39821375
1743202792419,1743202791703.0,13.0268515,-2.29244805,1.2270283499999999
1743202792453,1743202791744.0,9.569624000000001,-0.1472434,-0.5686229
1743202792486,1743202791774.0,7.6614456,0.5746084,-0.62488663
1743202792519,1743202791794.0,7.5106106,0.110133275,0.5410896
1743202792553,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202792586,1743202791823.5,11.324573999999998,-1.35152691,-0.7721300449999999
1743202792619,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202792653,1743202791854.0,10.994174,-4.88896,2.111686
1743202792686,1743202791874.0,11.259931,-5.626374,4.5561657
1743202792719,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202792753,1743202791905.0,12.516886249999999,-3.4644098,4.99430485
1743202792786,1743202791935.0,15.066711,-1.8052281,2.7222073
1743202792819,1743202791965.0,11.4957595,-1.7286136,1.67234985
1743202792853,1743202792057.0,10.185618142857143,-2.8744101785714284,-0.15151877142857145
1743202792886,1743202792156.3333,12.257515,-12.08593,2.4428838
1743202792919,1743202792206.0,11.182119,-9.955091,1.8590976
1743202792953,1743202792236.0,8.930372,-8.219295,1.3910311
1743202792986,1743202792266.0,12.126631249999999,-8.445546499999999,0.04668694999999998
1743202793019,1743202792306.5,10.42195975,-8.35576375,0.399831685
1743202793053,1743202792336.0,11.63582,-7.156269,0.035913024
1743202793086,1743202792366.5,13.9821375,-6.4763158,-0.70150112
1743202793119,1743202792396.0,15.049952,-5.499481,-1.271321
1743202793153,1743202792427.5,11.1773305,-4.3035774,0.36511575000000007
1743202793186,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202793219,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202793253,1743202792468.0,7.6770077,-3.45722725,1.20667765
1743202793286,1743202792497.0,7.9487495,-3.0238767,0.40940848
1743202793319,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202793353,1743202792518.0,8.154651,-3.2225955,0.17956513
1743202793386,1743202792539.0,9.555259,-3.6727054,0.016759412
1743202793419,1743202792568.5,12.587515,-3.6391866000000004,-0.047884035000000005
1743202793453,1743202792600.0,14.372393,-3.2321723,0.6967127
1743202793486,1743202792620.0,13.347674,-2.9879637,1.0510546
1743202793519,1743202792646.5,11.610681,-2.1715409,0.9493010000000001
1743202793553,1743202792749.125,10.741585875,-0.82450322875,1.2925696800000002
1743202793586,1743202792859.0,17.541517333333335,-3.1667308,6.0238115
1743202793619,1743202792909.0,11.77229,-1.17315888,1.43891518
1743202793653,1743202792936.0,8.360553,-0.09816227,-0.1436521
1743202793686,1743202792969.0,8.61792875,-1.107318265,-0.978031425
1743202793719,1743202793008.0,9.7360215,-3.56855765,-0.226252059
1743202793753,1743202793038.0,10.977415,-6.217742,0.37349546
1743202793786,1743202793068.5,11.2575365,-6.3913215,0.325611435
1743202793819,1743202793099.0,10.13705,-6.7109475,-0.076614454
1743202793853,1743202793129.5,9.375694,-7.603984499999999,0.104147775
1743202793886,1743202793170.0,9.018957749999998,-8.2911205,-0.553060585
1743202793919,1743202793209.0,12.409147749999999,-8.141483000000001,-1.8579005
1743202793953,1743202793240.0,13.833697,-9.483433,-0.33279404
1743202793986,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202794019,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202794053,1743202793270.0,10.8672815,-7.36217025,-0.5494692720000001
1743202794086,1743202793300.0,14.891934,-6.4906807,-1.4676456
1743202794119,1743202793319.0,15.787366,-6.895301,-1.4628572
1743202794153,1743202793340.0,17.00362,-7.2113357,-0.90500826
1743202794186,1743202793360.0,14.676456,-6.873753,0.39025488
1743202794219,1743202793380.0,10.469844,-5.997475,1.067814
1743202794253,1743202793411.0,7.3059065499999996,-4.25689075,1.005564725
1743202794286,1743202793510.875,12.396578,-2.950853575,0.0613514245
1743202794319,1743202793600.0,12.58153,-1.6783354,0.641646
1743202794353,1743202793630.5,11.383232,-0.038307199999999986,-1.08816465
1743202794386,1743202793670.5,8.264784500000001,2.5378538500000003,-1.66516725
1743202794419,1743202793703.0,10.34774,0.91697925,-1.9728222
1743202794453,1743202793721.0,10.759542,-3.7708676,0.60573304
1743202794486,1743202793751.5,10.481815000000001,-6.38413875,6.3171013
1743202794519,1743202793792.5,14.3209175,-3.9863457,7.0186025
1743202794553,1743202793831.0,12.497733,-1.75614695,0.9636662
1743202794586,1743202793862.0,8.331821,-0.6895301,-0.31364042
1743202794619,1743202793892.5,8.537723249999999,0.15801732,-0.79128365
1743202794653,1743202793932.0,10.832566,-2.6168624,-1.18512985
1743202794686,1743202793970.5,14.715961,-6.3709708,-0.47884035500000005
1743202794719,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202794753,1743202794003.0,16.68998,-9.945514,0.9528923
1743202794786,1743202794023.0,15.052346,-11.039664,2.542642
1743202794819,1743202794042.0,11.903971,-11.358093,4.223372
1743202794853,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202794886,1743202794061.0,9.263166,-9.813833,4.5777135
1743202794919,1743202794082.0,8.767567,-9.301474,3.787627
1743202794953,1743202794103.0,8.652645,-9.488221,2.755726
1743202794986,1743202794123.0,8.058883,-7.524976,0.48362875
1743202795019,1743202794203.2856,13.594277214285714,-6.551219985714285,0.19495641928571428
1743202795053,1743202794313.0,9.931747249999999,-4.2060138,1.7196353825
1743202795086,1743202794372.5,7.05690965,-3.7960068,1.5322891
1743202795119,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202795152,1743202794423.0,9.699709333333333,-3.9735766,0.24420856000000002
1743202795186,1743202794462.0,14.121001,-3.6343982,-0.14844051
1743202795219,1743202794494.0,16.579847,-3.9564183,0.9181763700000001
1743202795252,1743202794533.5,14.660893999999999,-2.65157845,0.6643909920000001
1743202795286,1743202794563.0,14.178462,2.1978772,-3.4213142
1743202795319,1743202794594.0,9.6701805,7.8134775,-5.2624555
1743202795352,1743202794634.0,12.439074999999999,-0.027533299999999983,-2.96402165
1743202795386,1743202794674.0,13.7941935,-7.9691005,9.267955
1743202795419,1743202794708.0,13.024457,-3.691859,10.213664
1743202795452,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202795486,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202795519,1743202794734.5,12.9550255,-0.9888053,2.258929235
1743202795552,1743202794764.0,10.388441,-1.3718776,-3.169923
1743202795586,1743202794784.0,9.950302,0.91937345,-2.9161377
1743202795619,1743202794805.0,9.516952,2.1691468,-2.2697031
1743202795652,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202795686,1743202794835.0,10.486602999999999,-0.38546649999999993,-2.2290018
1743202795719,1743202794864.0,13.156138,-3.6655228,-2.2625206
1743202795752,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202795786,1743202794945.8572,11.108411785714285,-8.543537757142857,0.3909389428571428
1743202795819,1743202795037.0,6.931214199999999,-13.9965035,-0.14245499999999994
1743202795852,1743202795105.8,11.746911260000001,-10.2878847,-2.6034549
1743202795886,1743202795175.0,16.2674035,-7.9846625,0.2777273975
1743202795919,1743202795208.0,19.586964,-7.8146744,-0.6991069
1743202795952,1743202795225.0,19.529503,-7.8529816,-0.059855044
1743202795986,1743202795265.6667,12.408349333333334,-5.1579086,0.9345367333333333
1743202796019,1743202795308.0,9.330204,-3.5051112,0.25139117
1743202796052,1743202795336.5,10.590751000000001,-3.6882677,-0.5327099
1743202796086,1743202795375.0,13.30817,-3.0968999999999998,-0.64882865
1743202796119,1743202795408.0,15.325285,-2.6264393,0.18674773
1743202796152,1743202795436.5,15.46774025,-1.3215992699999999,-0.09576808
1743202796186,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202796219,1743202795468.0,12.835316,2.4396915,-1.508347
1743202796252,1743202795486.0,10.036493,3.241749,-2.1787236
1743202796286,1743202795518.0,7.48786575,1.5334862,-2.3810335499999997
1743202796319,1743202795547.0,6.8569937,-0.2753332,-0.20350714
1743202796352,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202796386,1743202795569.0,8.094796,-0.6536171,2.741361
1743202796419,1743202795588.0,10.043676,-1.3096284,2.1499932
1743202796452,1743202795618.0,9.694122499999999,-2.2864627,4.31794285
1743202796486,1743202795658.0,11.994951,-3.1088709,7.642291999999999
1743202796519,1743202795738.0,16.840415500000002,-0.8930372483333334,-0.007980646666666757
1743202796552,1743202795828.0,11.259930666666667,-8.876901666666667,1.0326989866666667
1743202796586,1743202795866.0,18.605341,-8.109161,0.39983168
1743202796619,1743202795897.5,13.7223665,-10.5596265,-2.5163059
1743202796652,1743202795938.0,8.694543,-11.51611,-1.89979905
1743202796686,1743202795978.5,8.737638749999999,-9.76594875,-0.927753185
1743202796719,1743202796009.0,7.5561004,-8.118738,-1.4269443
1743202796752,1743202796027.0,7.261614,-7.97748,-2.2361844
1743202796786,1743202796068.6667,12.081940000000001,-8.823431333333334,-2.551420933333333
1743202796819,1743202796109.0,12.653356,-7.4483614,-2.542642
1743202796852,1743202796138.5,14.140155,-5.6946087,-2.30082785
1743202796886,1743202796171.0,14.0803,-4.747702,-0.9576807
1743202796919,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202796952,1743202796188.0,11.997345,-4.72376,0.5410896
1743202796986,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797019,1743202796219.5,8.650251,-4.73453385,1.2258312999999998
1743202797052,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797086,1743202796248.0,7.1107793,-4.132392,0.93852705
1743202797119,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797152,1743202796269.0,7.216124,-3.7445314,0.12449849
1743202797186,1743202796298.5,9.539696500000002,-3.4584243,-0.9768343
1743202797219,1743202796369.2,14.427459500000001,-3.27526794,0.25426420600000005
1743202797252,1743202796480.8333,10.374873916666667,-0.461681877,0.02154782399999992
1743202797286,1743202796560.5,11.0660005,-4.53461825,5.51145225
1743202797319,1743202796601.5,13.6038535,-3.0322565,4.8135425000000005
1743202797352,1743202796641.5,12.7634895,-0.94211835,2.00753805
1743202797386,1743202796671.0,9.495404,-0.033518825,1.5179238
1743202797419,1743202796701.5,8.88368575,-0.007182600000000039,1.2102689500000001
1743202797452,1743202796742.0,9.391255999999998,-1.76811795,-0.33399113
1743202797486,1743202796770.0,9.636662,-3.1387985,-0.3878607
1743202797519,1743202796792.0,10.192117,-4.209007,-0.05746084
1743202797552,1743202796831.6667,10.346941666666666,-6.472325166666667,0.18993999799999997
1743202797586,1743202796872.0,10.04607,-6.667852,0.31364042
1743202797619,1743202796891.0,11.33894,-7.1730285,0.8834604
1743202797652,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797686,1743202796912.0,10.168175,-8.130709,0.7062895
1743202797719,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797752,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797786,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797819,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797852,1743202796932.0,7.5441294,-6.847417,2.3989902
1743202797886,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797919,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202797952,1743202796952.0,5.7125654,-5.595249,2.743755
1743202797986,1743202796972.0,3.9360676,-5.535394,3.4763808
1743202798019,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798052,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798086,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798119,1743202797002.5,13.545196,-10.445902,3.77565595
1743202798152,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798186,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798219,1743202797042.0,16.065094000000002,-6.5481415,-0.4082114
1743202798252,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798286,1743202797074.0,15.919047,-0.59136784,-0.05746084
1743202798319,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798352,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798386,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798419,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798452,1743202797283.8,8.707951105000001,-0.7955932205,2.647149122
1743202798485,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798519,1743202797505.5,12.15177125,-4.3574469,-0.08020575000000008
1743202798552,1743202797534.0,21.085735,-6.543353,-4.3981485
1743202798585,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798619,1743202797554.0,20.30283,-8.137892,-4.6662993
1743202798652,1743202797725.375,10.8847889875,-6.646902478125,4.5227965150000005
1743202798685,1743202797926.5,7.380725425,-5.40131905,4.642955775
1743202798719,1743202797996.0,7.9024616666666665,-7.4052658,5.207388666666667
1743202798752,1743202798035.0,9.423578,-7.1849995,2.7844565
1743202798785,1743202798056.0,11.554418,-6.7253127,1.5011644
1743202798819,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798852,1743202798085.5,16.7187095,-5.1295772,-1.01035312
1743202798885,1743202798116.0,26.024973,-4.9943047,-4.781221
1743202798919,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202798952,1743202798134.0,25.08884,-4.697424,-8.432379
1743202798985,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202799019,1743202798165.5,14.4741465,-5.13077435,-6.5445503
1743202799052,1743202798195.0,10.9343195,-4.7764325,-4.9655743
1743202799085,1743202877085.3618,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202799119,1743202798227.0,12.6401875,-4.094085,-10.1813425
1743202799152,1743202798347.1,11.081801899999999,-3.314053913,-7.18116867
1743202799185,1743202798466.5,10.970232,-2.4145523,0.026336220000000007
1743202799219,1743202798507.0,9.2523925,-2.35948575,0.44173022500000003
1743202799252,1743202798536.0,7.1969705,-2.5234885,1.1420342
1743202799285,1743202798567.0,7.0569095,-4.1491516,2.09372945
1743202799319,1743202798597.0,7.4483614,-6.339846,2.1859062
1743202799352,1743202798627.0,7.8984713,-7.193379200000001,0.24181437
1743202799385,1743202798669.0,7.7452423,-6.04176805,-0.6596025649999999
