timestamp,x_03,y_03,z_03
1743202786353,0.0,0.0,0.0
1743202786387,0.0,0.0,0.0
1743202786420,0.0,0.0,0.0
1743202786453,0.0,0.0,0.0
1743202786487,0.0,0.0,0.0
1743202786520,0.0,0.0,0.0
1743202786553,0.0,0.0,0.0
1743202786587,0.0,0.0,0.0
1743202786620,0.0,0.0,0.0
1743202786653,0.0,0.0,0.0
1743202786687,0.0,0.0,0.0
1743202786720,0.0,0.0,0.0
1743202786753,0.0,0.0,0.0
1743202786787,0.0,0.0,0.0
1743202786820,0.0,0.0,0.0
1743202786853,0.0,0.0,0.0
1743202786887,0.0,0.0,0.0
1743202786920,0.0,0.0,0.0
1743202786953,0.0,0.0,0.0
1743202786987,0.0,0.0,0.0
1743202787020,0.0,0.0,0.0
1743202787053,0.0,0.0,0.0
1743202787087,0.0,0.0,0.0
1743202787120,0.0,0.0,0.0
1743202787153,0.0,0.0,0.0
1743202787187,0.0,0.0,0.0
1743202787220,0.0,0.0,0.0
1743202787253,0.0,0.0,0.0
1743202787287,0.0,0.0,0.0
1743202787320,0.0,0.0,0.0
1743202787353,0.0,0.0,0.0
1743202787387,0.0,0.0,0.0
1743202787420,0.0,0.0,0.0
1743202787453,0.0,0.0,0.0
1743202787487,0.0,0.0,0.0
1743202787520,0.0,0.0,0.0
1743202787553,0.0,0.0,0.0
1743202787587,0.0,0.0,0.0
1743202787620,0.0,0.0,0.0
1743202787653,0.0,0.0,0.0
1743202787687,0.0,0.0,0.0
1743202787720,0.0,0.0,0.0
1743202787753,0.0,0.0,0.0
1743202787787,0.0,0.0,0.0
1743202787820,0.0,0.0,0.0
1743202787853,0.0,0.0,0.0
1743202787887,0.0,0.0,0.0
1743202787920,0.0,0.0,0.0
1743202787953,0.0,0.0,0.0
1743202787987,0.0,0.0,0.0
1743202788020,0.0,0.0,0.0
1743202788053,0.0,0.0,0.0
1743202788087,0.0,0.0,0.0
1743202788120,0.0,0.0,0.0
1743202788153,0.0,0.0,0.0
1743202788187,0.0,0.0,0.0
1743202788220,0.0,0.0,0.0
1743202788253,0.0,0.0,0.0
1743202788287,0.0,0.0,0.0
1743202788320,0.0,0.0,0.0
1743202788353,0.0,0.0,0.0
1743202788387,0.0,0.0,0.0
1743202788420,0.0,0.0,0.0
1743202788453,0.0,0.0,0.0
1743202788486,0.0,0.0,0.0
1743202788520,0.0,0.0,0.0
1743202788553,0.0,0.0,0.0
1743202788586,0.0,0.0,0.0
1743202788620,0.0,0.0,0.0
1743202788653,0.0,0.0,0.0
1743202788686,0.0,0.0,0.0
1743202788720,0.0,0.0,0.0
1743202788753,0.0,0.0,0.0
1743202788786,0.0,0.0,0.0
1743202788820,0.0,0.0,0.0
1743202788853,0.0,0.0,0.0
1743202788886,0.0,0.0,0.0
1743202788920,0.0,0.0,0.0
1743202788953,0.0,0.0,0.0
1743202788986,0.0,0.0,0.0
1743202789020,0.0,0.0,0.0
1743202789053,0.0,0.0,0.0
1743202789086,0.0,0.0,0.0
1743202789120,0.0,0.0,0.0
1743202789153,0.0,0.0,0.0
1743202789186,0.0,0.0,0.0
1743202789220,0.0,0.0,0.0
1743202789253,18.51915,-6.217742,0.59615624
1743202789286,17.760188,-7.0928223,0.695515605
1743202789320,16.919823,-6.457162,0.31603462
1743202789353,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202789386,14.814722,-3.7223851750000003,0.5291185725
1743202789420,13.582306,-2.0111294,0.830788
1743202789453,13.034034,-1.71783975,0.910993725
1743202789486,11.431116,-0.9181763299999999,1.36708915
1743202789520,10.113108,-0.7182605,1.8100165
1743202789553,8.06127725,-0.05027822500000001,1.104924135
1743202789586,5.7125654,0.5291186,0.4237737
1743202789620,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202789653,4.5777135,0.4405331,1.1372458
1743202789686,4.915296,0.4189853,1.8219875
1743202789720,6.8689647,-0.2896984,1.0869676
1743202789753,8.602366,-1.958457,1.8243817
1743202789786,11.386824,-3.8762126,3.9600096
1743202789820,14.1904335,-3.6008794,5.896919
1743202789853,15.780184,-2.4588451,6.6846113
1743202789886,17.405846,-1.42455,3.8905778
1743202789920,15.9621428,-0.805409468,-3.4557907
1743202789953,11.26567688,-10.39706004,-1.9503168199999998
1743202789986,9.1506385,-6.6343329,-1.138442945
1743202790020,9.746795,-10.311826499999999,1.3814543499999998
1743202790053,12.229582,-10.6434235,-2.4959553
1743202790086,8.197746,-9.78989,-3.98874
1743202790120,7.88290885,-9.1793695,-1.93571215
1743202790153,10.715249499999999,-9.96945575,0.92535897
1743202790186,10.340557,-9.258378,1.0989386
1743202790220,14.037205,-8.680178,0.54108961
1743202790253,13.870807,-5.823895350000001,0.474051925
1743202790286,11.489774,-4.853047,2.2577322
1743202790320,9.730036,-4.8267107,3.2082303
1743202790353,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790386,9.001000999999999,-4.18027615,3.75530535
1743202790420,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790453,8.183381,-3.4213142,2.7222073
1743202790486,8.350976,-3.301604,2.0518308
1743202790520,8.573636,-2.896984,1.6232687
1743202790553,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790586,8.962693999999999,-1.6089035,1.0941502
1743202790620,9.459491,-0.2873042,1.1300632
1743202790653,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202790686,9.1410625,-0.436941805,1.7046716
1743202790720,10.716979,-2.021504288888889,2.072048528888889
1743202790753,17.5806235,-3.11306075,2.737769625
1743202790786,8.836999,-1.697489,2.1308396
1743202790820,7.437587799999999,-0.548272185,1.09415015
1743202790853,8.549694500000001,-1.8926165,-0.369904183
1743202790886,10.058042,-3.4500446,-0.5267244
1743202790920,12.06797375,-6.556521,-0.181959333
1743202790953,10.996568499999999,-8.947132,0.32441433999999997
1743202790986,9.188946,-9.308656,0.8882488
1743202791020,9.16739825,-7.10958195,0.410605585
1743202791053,6.945579,-6.2345014,0.4213795
1743202791086,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791120,8.4216045,-7.2209123,0.137666593
1743202791153,11.145009,-10.986992,0.61770403
1743202791186,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791220,12.885594000000001,-10.8313685,-0.999579235
1743202791253,17.580624,-7.4124484,-2.4540567
1743202791286,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791320,18.72984,-5.8203044,-2.0494366
1743202791353,20.321983,-5.401319,-1.1204864
1743202791386,14.24190875,-4.301183425,0.1502361525
1743202791420,12.304828714285716,-3.0327694285714286,-0.560585215
1743202791453,13.44463975,-2.2780829000000002,-0.63805475
1743202791486,14.128184,-2.3247697,-0.6368576
1743202791520,11.5424465,-1.58137025,-1.1085154
1743202791553,12.014104,-1.1228806,-3.1028855
1743202791586,8.214506,-3.120842,0.8750806999999999
1743202791620,7.856573,-4.00789355,7.881712
1743202791653,11.20247,-4.285621,7.5321584
1743202791686,14.130578,-1.8626890299999999,1.9141642700000001
1743202791720,8.93755475,1.8483237,0.06943185500000001
1743202791753,12.0679735,1.218648715,-0.21787232999999998
1743202791786,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791819,2.0481099158850973,-4.9258087446957255,2.101327227301965
1743202791853,16.0806555,-4.98113655,-2.1811178
